period,periodYear,periodQuarter,periodOrder,sourceObject,sourceGrain,ageGroup,unitJoinKey,unitCode,unitZipCode,unitName,coordinatingCouncil,stakeOrDistrict,state,city,snapshotDate,members,participating,males,females,notParticipating,participatingMales,participatingFemales,sourceParticipationRate,lowParticipationFlag,unitPriorityIndex,cityPriorityIndex,isolationVsPerformance,stakeDistanceTier,councilDistanceTier,milesToCouncilCentroid,cityLatitude,cityLongitude
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,leesburg virginia stake|leesburg ward,212652,20176,Leesburg Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,33.0,14.0,23.0,10.0,19.0,11.0,3.0,0.42424242424242425,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,leesburg virginia stake|leesburg ward,212652,20176,Leesburg Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,12.0,1.0,8.0,4.0,11.0,1.0,0.0,0.08333333333333333,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,leesburg virginia stake|leesburg ward,212652,20176,Leesburg Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,6.0,1.0,5.0,1.0,5.0,1.0,0.0,0.16666666666666666,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,leesburg virginia stake|leesburg ward,212652,20176,Leesburg Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,6.0,2.0,1.0,5.0,4.0,0.0,2.0,0.3333333333333333,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,leesburg virginia stake|leesburg ward,212652,20176,Leesburg Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,leesburg virginia stake|leesburg ward,212652,20176,Leesburg Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,6.0,3.0,2.0,4.0,3.0,0.0,3.0,0.5,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,leesburg virginia stake|leesburg ward,212652,20176,Leesburg Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,7.0,2.0,1.0,6.0,5.0,0.0,2.0,0.2857142857142857,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,leesburg virginia stake|potomac crossing ward,1195794,20175,Potomac Crossing Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,74.0,65.0,34.0,40.0,9.0,28.0,37.0,0.8783783783783784,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,leesburg virginia stake|potomac crossing ward,1195794,20175,Potomac Crossing Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,28.0,19.0,14.0,14.0,9.0,8.0,11.0,0.6785714285714286,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,leesburg virginia stake|potomac crossing ward,1195794,20175,Potomac Crossing Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,17.0,3.0,8.0,9.0,14.0,3.0,0.0,0.17647058823529413,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,leesburg virginia stake|potomac crossing ward,1195794,20175,Potomac Crossing Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,14.0,3.0,9.0,5.0,11.0,2.0,1.0,0.21428571428571427,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,leesburg virginia stake|potomac crossing ward,1195794,20175,Potomac Crossing Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,11.0,1.0,7.0,4.0,10.0,0.0,1.0,0.09090909090909091,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,leesburg virginia stake|potomac crossing ward,1195794,20175,Potomac Crossing Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,8.0,1.0,7.0,1.0,7.0,0.0,1.0,0.125,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,leesburg virginia stake|potomac crossing ward,1195794,20175,Potomac Crossing Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,10.0,4.0,5.0,5.0,6.0,1.0,3.0,0.4,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,leesburg virginia stake|potomac crossing ward,1195794,20175,Potomac Crossing Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,12.0,2.0,8.0,4.0,10.0,1.0,1.0,0.16666666666666666,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,leesburg virginia stake|short hill ward,418269,20158,Short Hill Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Short Hill,2026 Q1,106.0,92.0,62.0,44.0,14.0,55.0,37.0,0.8679245283018868,0,0.4471011508665945,0.04289229363207735,High isolation / High participation,=75 mi,=75 mi,233.3676329239413,36.8248457,-80.9400802
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,leesburg virginia stake|short hill ward,418269,20158,Short Hill Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Short Hill,2026 Q1,38.0,21.0,25.0,13.0,17.0,14.0,7.0,0.5526315789473685,0,0.4471011508665945,0.04289229363207735,High isolation / High participation,=75 mi,=75 mi,233.3676329239413,36.8248457,-80.9400802
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,leesburg virginia stake|short hill ward,418269,20158,Short Hill Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Short Hill,2026 Q1,18.0,1.0,9.0,9.0,17.0,0.0,1.0,0.05555555555555555,0,0.4471011508665945,0.04289229363207735,High isolation / High participation,=75 mi,=75 mi,233.3676329239413,36.8248457,-80.9400802
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,leesburg virginia stake|short hill ward,418269,20158,Short Hill Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Short Hill,2026 Q1,18.0,1.0,12.0,6.0,17.0,1.0,0.0,0.05555555555555555,0,0.4471011508665945,0.04289229363207735,High isolation / High participation,=75 mi,=75 mi,233.3676329239413,36.8248457,-80.9400802
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,leesburg virginia stake|short hill ward,418269,20158,Short Hill Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Short Hill,2026 Q1,21.0,2.0,13.0,8.0,19.0,2.0,0.0,0.09523809523809523,0,0.4471011508665945,0.04289229363207735,High isolation / High participation,=75 mi,=75 mi,233.3676329239413,36.8248457,-80.9400802
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,leesburg virginia stake|short hill ward,418269,20158,Short Hill Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Short Hill,2026 Q1,11.0,2.0,7.0,4.0,9.0,1.0,1.0,0.18181818181818182,0,0.4471011508665945,0.04289229363207735,High isolation / High participation,=75 mi,=75 mi,233.3676329239413,36.8248457,-80.9400802
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,leesburg virginia stake|short hill ward,418269,20158,Short Hill Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Short Hill,2026 Q1,5.0,1.0,1.0,4.0,4.0,0.0,1.0,0.2,0,0.4471011508665945,0.04289229363207735,High isolation / High participation,=75 mi,=75 mi,233.3676329239413,36.8248457,-80.9400802
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,leesburg virginia stake|short hill ward,418269,20158,Short Hill Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Short Hill,2026 Q1,8.0,4.0,4.0,4.0,4.0,2.0,2.0,0.5,0,0.4471011508665945,0.04289229363207735,High isolation / High participation,=75 mi,=75 mi,233.3676329239413,36.8248457,-80.9400802
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,leesburg virginia stake|telegraph springs ward,129348,20158,Telegraph Springs Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,92.0,76.0,48.0,44.0,16.0,39.0,37.0,0.8260869565217391,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,leesburg virginia stake|telegraph springs ward,129348,20158,Telegraph Springs Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,46.0,18.0,28.0,18.0,28.0,10.0,8.0,0.391304347826087,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,leesburg virginia stake|telegraph springs ward,129348,20158,Telegraph Springs Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,19.0,1.0,11.0,8.0,18.0,1.0,0.0,0.05263157894736842,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,leesburg virginia stake|telegraph springs ward,129348,20158,Telegraph Springs Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,22.0,3.0,11.0,11.0,19.0,0.0,3.0,0.13636363636363635,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,leesburg virginia stake|telegraph springs ward,129348,20158,Telegraph Springs Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,19.0,2.0,11.0,8.0,17.0,0.0,2.0,0.10526315789473684,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,leesburg virginia stake|telegraph springs ward,129348,20158,Telegraph Springs Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,13.0,2.0,9.0,4.0,11.0,1.0,1.0,0.15384615384615385,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,leesburg virginia stake|telegraph springs ward,129348,20158,Telegraph Springs Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,6.0,2.0,2.0,4.0,4.0,0.0,2.0,0.3333333333333333,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,leesburg virginia stake|telegraph springs ward,129348,20158,Telegraph Springs Ward,Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,2026 Q1,4.0,1.0,2.0,2.0,3.0,0.0,1.0,0.25,0,0.05037650981789943,0.28757053000757127,Low isolation / High participation,40–75 mi,20–40 mi,26.294378416128687,39.1154506,-77.5645607
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,mclean virginia stake|arlington 1st ward,42994,22205,Arlington 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,101.0,95.0,53.0,48.0,6.0,53.0,42.0,0.9405940594059405,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,mclean virginia stake|arlington 1st ward,42994,22205,Arlington 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,19.0,9.0,10.0,9.0,10.0,6.0,3.0,0.47368421052631576,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,mclean virginia stake|arlington 1st ward,42994,22205,Arlington 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,22.0,7.0,14.0,8.0,15.0,4.0,3.0,0.3181818181818182,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,mclean virginia stake|arlington 1st ward,42994,22205,Arlington 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,37.0,3.0,18.0,19.0,34.0,1.0,2.0,0.08108108108108109,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,mclean virginia stake|arlington 1st ward,42994,22205,Arlington 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,49.0,9.0,26.0,23.0,40.0,2.0,7.0,0.1836734693877551,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,mclean virginia stake|arlington 1st ward,42994,22205,Arlington 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,23.0,7.0,14.0,9.0,16.0,5.0,2.0,0.30434782608695654,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,mclean virginia stake|arlington 1st ward,42994,22205,Arlington 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,17.0,4.0,6.0,11.0,13.0,1.0,3.0,0.23529411764705882,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,mclean virginia stake|arlington 1st ward,42994,22205,Arlington 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,14.0,1.0,5.0,9.0,13.0,0.0,1.0,0.07142857142857142,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,mclean virginia stake|arlington 2nd ward,568953,22205,Arlington 2nd Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,69.0,64.0,35.0,34.0,5.0,32.0,32.0,0.927536231884058,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,mclean virginia stake|arlington 2nd ward,568953,22205,Arlington 2nd Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,24.0,8.0,14.0,10.0,16.0,4.0,4.0,0.3333333333333333,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,mclean virginia stake|arlington 2nd ward,568953,22205,Arlington 2nd Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,22.0,6.0,13.0,9.0,16.0,4.0,2.0,0.2727272727272727,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,mclean virginia stake|arlington 2nd ward,568953,22205,Arlington 2nd Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,42.0,6.0,19.0,23.0,36.0,2.0,4.0,0.14285714285714285,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,mclean virginia stake|arlington 2nd ward,568953,22205,Arlington 2nd Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,23.0,7.0,12.0,11.0,16.0,3.0,4.0,0.30434782608695654,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,mclean virginia stake|arlington 2nd ward,568953,22205,Arlington 2nd Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,17.0,5.0,5.0,12.0,12.0,1.0,4.0,0.29411764705882354,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,mclean virginia stake|arlington 2nd ward,568953,22205,Arlington 2nd Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,13.0,3.0,6.0,7.0,10.0,1.0,2.0,0.23076923076923078,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,mclean virginia stake|arlington 2nd ward,568953,22205,Arlington 2nd Ward,Washington DC South,McLean Virginia Stake,Virginia,Arlington,2026 Q1,13.0,6.0,3.0,10.0,7.0,2.0,4.0,0.46153846153846156,0,0.038750960287275794,0.375268657789149,Low isolation / High participation,<20 mi,20–40 mi,20.226339964106934,38.8769326,-77.0893094
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,mclean virginia stake|falls church 1st ward,42439,22043,Falls Church 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,108.0,101.0,53.0,55.0,7.0,51.0,50.0,0.9351851851851852,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,mclean virginia stake|falls church 1st ward,42439,22043,Falls Church 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,33.0,21.0,13.0,20.0,12.0,10.0,11.0,0.6363636363636364,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,mclean virginia stake|falls church 1st ward,42439,22043,Falls Church 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,20.0,1.0,15.0,5.0,19.0,1.0,0.0,0.05,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,mclean virginia stake|falls church 1st ward,42439,22043,Falls Church 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,19.0,1.0,13.0,6.0,18.0,0.0,1.0,0.05263157894736842,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,mclean virginia stake|falls church 1st ward,42439,22043,Falls Church 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,20.0,7.0,8.0,12.0,13.0,2.0,5.0,0.35,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,mclean virginia stake|falls church 1st ward,42439,22043,Falls Church 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,12.0,2.0,7.0,5.0,10.0,0.0,2.0,0.16666666666666666,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,mclean virginia stake|falls church 1st ward,42439,22043,Falls Church 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,11.0,2.0,4.0,7.0,9.0,0.0,2.0,0.18181818181818182,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,mclean virginia stake|falls church 1st ward,42439,22043,Falls Church 1st Ward,Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,12.0,5.0,4.0,8.0,7.0,0.0,5.0,0.4166666666666667,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,mclean virginia stake|falls church 2nd branch (persian),2212641,22043,Falls Church 2nd Branch (Persian),Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,7.0,5.0,1.0,6.0,2.0,1.0,4.0,0.7142857142857143,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,mclean virginia stake|falls church 2nd branch (persian),2212641,22043,Falls Church 2nd Branch (Persian),Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,mclean virginia stake|falls church 2nd branch (persian),2212641,22043,Falls Church 2nd Branch (Persian),Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,11.0,8.0,10.0,1.0,3.0,8.0,0.0,0.7272727272727273,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,mclean virginia stake|falls church 2nd branch (persian),2212641,22043,Falls Church 2nd Branch (Persian),Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,4.0,4.0,2.0,2.0,0.0,2.0,2.0,1.0,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,mclean virginia stake|falls church 2nd branch (persian),2212641,22043,Falls Church 2nd Branch (Persian),Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,mclean virginia stake|falls church 2nd branch (persian),2212641,22043,Falls Church 2nd Branch (Persian),Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,mclean virginia stake|falls church 2nd branch (persian),2212641,22043,Falls Church 2nd Branch (Persian),Washington DC South,McLean Virginia Stake,Virginia,Falls Church,2026 Q1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.031750834545469384,0.25469655124858276,Low isolation / High participation,<20 mi,<20 mi,16.572574431701174,38.882334,-77.1710914
